 AX   BX   CX   DX   SP   BP   SI   DI  FLAGS IP
0032 ffa4 0003 0004 ffc8 ffd0 0001 a728 -S-- 0188:c3           ret
0032 ffa4 0003 0004 ffca ffd0 0001 a728 -S-- 0079:5b           pop bx
0032 0032 0003 0004 ffcc ffd0 0001 a728 -S-- 007a:b90300       mov cx, 0003
0032 0032 0003 0004 ffcc ffd0 0001 a728 -S-- 007d:d3e7         shl di, cl
0032 0032 0003 0004 ffcc ffd0 0001 3940 O--C 007f:46           inc si
0032 0032 0003 0004 ffcc ffd0 0002 3940 ---C 0080:ebe0         jmp short 0062
0032 0032 0003 0004 ffcc ffd0 0002 3940 ---C 0062:83fe05       cmp si, 5
0032 0032 0003 0004 ffcc ffd0 0002 3940 -S-C 0065:7d1b         jnl 0082
0032 0032 0003 0004 ffcc ffd0 0002 3940 -S-C 0067:b90c00       mov cx, 000c
0032 0032 000c 0004 ffcc ffd0 0002 3940 -S-C 006a:89fa         mov dx, di
0032 0032 000c 3940 ffcc ffd0 0002 3940 -S-C 006c:d3fa         sar dx, cl
0032 0032 000c 0003 ffcc ffd0 0002 3940 ---C 006e:81e20700     and dx, 0007
0032 0032 000c 0003 ffcc ffd0 0002 3940 ---- 0072:83c230       add dx, 30
0032 0032 000c 0033 ffcc ffd0 0002 3940 ---- 0075:52           push dx
0032 0032 000c 0033 ffca ffd0 0002 3940 ---- 0076:e80c00       call 0085
0032 0032 000c 0033 ffc8 ffd0 0002 3940 ---- 0085:55           push bp
0032 0032 000c 0033 ffc6 ffd0 0002 3940 ---- 0086:89e5         mov bp, sp
0032 0032 000c 0033 ffc6 ffc6 0002 3940 ---- 0088:b80100       mov ax, 0001
0001 0032 000c 0033 ffc6 ffc6 0002 3940 ---- 008b:50           push ax
0001 0032 000c 0033 ffc4 ffc6 0002 3940 ---- 008c:8d4604       lea ax, [bp+4] ;[ffca]0033
ffca 0032 000c 0033 ffc4 ffc6 0002 3940 ---- 008f:50           push ax
ffca 0032 000c 0033 ffc2 ffc6 0002 3940 ---- 0090:b80100       mov ax, 0001
0001 0032 000c 0033 ffc2 ffc6 0002 3940 ---- 0093:50           push ax
0001 0032 000c 0033 ffc0 ffc6 0002 3940 ---- 0094:e84500       call 00dc
0001 0032 000c 0033 ffbe ffc6 0002 3940 ---- 00dc:e92100       jmp 0100
0001 0032 000c 0033 ffbe ffc6 0002 3940 ---- 0100:55           push bp
0001 0032 000c 0033 ffbc ffc6 0002 3940 ---- 0101:89e5         mov bp, sp
0001 0032 000c 0033 ffbc ffbc 0002 3940 ---- 0103:83ec18       sub sp, 18
0001 0032 000c 0033 ffa4 ffbc 0002 3940 -S-- 0106:8b5604       mov dx, [bp+4] ;[ffc0]0001
0001 0032 000c 0001 ffa4 ffbc 0002 3940 -S-- 0109:8956ec       mov [bp-14], dx ;[ffa8]0001
0001 0032 000c 0001 ffa4 ffbc 0002 3940 -S-- 010c:8b5608       mov dx, [bp+8] ;[ffc4]0001
0001 0032 000c 0001 ffa4 ffbc 0002 3940 -S-- 010f:8956ee       mov [bp-12], dx ;[ffaa]0001
0001 0032 000c 0001 ffa4 ffbc 0002 3940 -S-- 0112:8b5606       mov dx, [bp+6] ;[ffc2]ffca
0001 0032 000c ffca ffa4 ffbc 0002 3940 -S-- 0115:8956f2       mov [bp-e], dx ;[ffae]ffca
0001 0032 000c ffca ffa4 ffbc 0002 3940 -S-- 0118:8d46e8       lea ax, [bp-18] ;[ffa4]0000
ffa4 0032 000c ffca ffa4 ffbc 0002 3940 -S-- 011b:50           push ax
ffa4 0032 000c ffca ffa2 ffbc 0002 3940 -S-- 011c:b80400       mov ax, 0004
0004 0032 000c ffca ffa2 ffbc 0002 3940 -S-- 011f:50           push ax
0004 0032 000c ffca ffa0 ffbc 0002 3940 -S-- 0120:b80100       mov ax, 0001
0001 0032 000c ffca ffa0 ffbc 0002 3940 -S-- 0123:50           push ax
0001 0032 000c ffca ff9e ffbc 0002 3940 -S-- 0124:e80600       call 012d
0001 0032 000c ffca ff9c ffbc 0002 3940 -S-- 012d:55           push bp
0001 0032 000c ffca ff9a ffbc 0002 3940 -S-- 012e:89e5         mov bp, sp
0001 0032 000c ffca ff9a ff9a 0002 3940 -S-- 0130:56           push si
0001 0032 000c ffca ff98 ff9a 0002 3940 -S-- 0131:57           push di
0001 0032 000c ffca ff96 ff9a 0002 3940 -S-- 0132:8b7608       mov si, [bp+8] ;[ffa2]ffa4
0001 0032 000c ffca ff96 ff9a ffa4 3940 -S-- 0135:8b5606       mov dx, [bp+6] ;[ffa0]0004
0001 0032 000c 0004 ff96 ff9a ffa4 3940 -S-- 0138:895402       mov [si+2], dx ;[ffa6]0001
0001 0032 000c 0004 ff96 ff9a ffa4 3940 -S-- 013b:56           push si
0001 0032 000c 0004 ff94 ff9a ffa4 3940 -S-- 013c:ff7604       push [bp+4] ;[ff9e]0001
0001 0032 000c 0004 ff92 ff9a ffa4 3940 -S-- 013f:e82f00       call 0171
0001 0032 000c 0004 ff90 ff9a ffa4 3940 -S-- 0171:b90300       mov cx, 0003
0001 0032 0003 0004 ff90 ff9a ffa4 3940 -S-- 0174:eb00         jmp short 0176
0001 0032 0003 0004 ff90 ff9a ffa4 3940 -S-- 0176:55           push bp
0001 0032 0003 0004 ff8e ff9a ffa4 3940 -S-- 0177:89e5         mov bp, sp
0001 0032 0003 0004 ff8e ff8e ffa4 3940 -S-- 0179:8b4604       mov ax, [bp+4] ;[ff92]0001
0001 0032 0003 0004 ff8e ff8e ffa4 3940 -S-- 017c:8b5e06       mov bx, [bp+6] ;[ff94]ffa4
0001 ffa4 0003 0004 ff8e ff8e ffa4 3940 -S-- 017f:cd20         int 20
<write(1, 0xffca, 1)3 => 1>
0000 ffa4 0003 0004 ff8e ff8e ffa4 3940 -S-- 0181:5d           pop bp
0000 ffa4 0003 0004 ff90 ff9a ffa4 3940 -S-- 0182:c3           ret
0000 ffa4 0003 0004 ff92 ff9a ffa4 3940 -S-- 0142:5b           pop bx
0000 0001 0003 0004 ff94 ff9a ffa4 3940 -S-- 0143:5b           pop bx
0000 ffa4 0003 0004 ff96 ff9a ffa4 3940 -S-- 0144:89c7         mov di, ax
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 -S-- 0146:09ff         or di, di
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 --Z- 0148:7403         je 014d
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 --Z- 014d:837c0200     cmp [si+2], 0 ;[ffa6]0001
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0151:7d0e         jnl 0161
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0161:8b4402       mov ax, [si+2] ;[ffa6]0001
0001 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0164:e91c00       jmp 0183
0001 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0183:5f           pop di
0001 ffa4 0003 0004 ff98 ff9a ffa4 3940 ---- 0184:5e           pop si
0001 ffa4 0003 0004 ff9a ff9a 0002 3940 ---- 0185:89ec         mov sp, bp
0001 ffa4 0003 0004 ff9a ff9a 0002 3940 ---- 0187:5d           pop bp
0001 ffa4 0003 0004 ff9c ffbc 0002 3940 ---- 0188:c3           ret
0001 ffa4 0003 0004 ff9e ffbc 0002 3940 ---- 0127:83c406       add sp, 6
0001 ffa4 0003 0004 ffa4 ffbc 0002 3940 -S-- 012a:e95800       jmp 0185
0001 ffa4 0003 0004 ffa4 ffbc 0002 3940 -S-- 0185:89ec         mov sp, bp
0001 ffa4 0003 0004 ffbc ffbc 0002 3940 -S-- 0187:5d           pop bp
0001 ffa4 0003 0004 ffbe ffc6 0002 3940 -S-- 0188:c3           ret
0001 ffa4 0003 0004 ffc0 ffc6 0002 3940 -S-- 0097:83c406       add sp, 6
0001 ffa4 0003 0004 ffc6 ffc6 0002 3940 -S-- 009a:8a4604       mov al, [bp+4] ;[ffca]33
0033 ffa4 0003 0004 ffc6 ffc6 0002 3940 -S-- 009d:98           cbw
0033 ffa4 0003 0004 ffc6 ffc6 0002 3940 -S-- 009e:e9e400       jmp 0185
0033 ffa4 0003 0004 ffc6 ffc6 0002 3940 -S-- 0185:89ec         mov sp, bp
0033 ffa4 0003 0004 ffc6 ffc6 0002 3940 -S-- 0187:5d           pop bp
0033 ffa4 0003 0004 ffc8 ffd0 0002 3940 -S-- 0188:c3           ret
0033 ffa4 0003 0004 ffca ffd0 0002 3940 -S-- 0079:5b           pop bx
0033 0033 0003 0004 ffcc ffd0 0002 3940 -S-- 007a:b90300       mov cx, 0003
0033 0033 0003 0004 ffcc ffd0 0002 3940 -S-- 007d:d3e7         shl di, cl
0033 0033 0003 0004 ffcc ffd0 0002 ca00 -S-C 007f:46           inc si
0033 0033 0003 0004 ffcc ffd0 0003 ca00 ---C 0080:ebe0         jmp short 0062
0033 0033 0003 0004 ffcc ffd0 0003 ca00 ---C 0062:83fe05       cmp si, 5
0033 0033 0003 0004 ffcc ffd0 0003 ca00 -S-C 0065:7d1b         jnl 0082
0033 0033 0003 0004 ffcc ffd0 0003 ca00 -S-C 0067:b90c00       mov cx, 000c
0033 0033 000c 0004 ffcc ffd0 0003 ca00 -S-C 006a:89fa         mov dx, di
0033 0033 000c ca00 ffcc ffd0 0003 ca00 -S-C 006c:d3fa         sar dx, cl
0033 0033 000c fffc ffcc ffd0 0003 ca00 -S-C 006e:81e20700     and dx, 0007
0033 0033 000c 0004 ffcc ffd0 0003 ca00 ---- 0072:83c230       add dx, 30
0033 0033 000c 0034 ffcc ffd0 0003 ca00 ---- 0075:52           push dx
0033 0033 000c 0034 ffca ffd0 0003 ca00 ---- 0076:e80c00       call 0085
0033 0033 000c 0034 ffc8 ffd0 0003 ca00 ---- 0085:55           push bp
0033 0033 000c 0034 ffc6 ffd0 0003 ca00 ---- 0086:89e5         mov bp, sp
0033 0033 000c 0034 ffc6 ffc6 0003 ca00 ---- 0088:b80100       mov ax, 0001
0001 0033 000c 0034 ffc6 ffc6 0003 ca00 ---- 008b:50           push ax
0001 0033 000c 0034 ffc4 ffc6 0003 ca00 ---- 008c:8d4604       lea ax, [bp+4] ;[ffca]0034
ffca 0033 000c 0034 ffc4 ffc6 0003 ca00 ---- 008f:50           push ax
ffca 0033 000c 0034 ffc2 ffc6 0003 ca00 ---- 0090:b80100       mov ax, 0001
0001 0033 000c 0034 ffc2 ffc6 0003 ca00 ---- 0093:50           push ax
0001 0033 000c 0034 ffc0 ffc6 0003 ca00 ---- 0094:e84500       call 00dc
0001 0033 000c 0034 ffbe ffc6 0003 ca00 ---- 00dc:e92100       jmp 0100
0001 0033 000c 0034 ffbe ffc6 0003 ca00 ---- 0100:55           push bp
0001 0033 000c 0034 ffbc ffc6 0003 ca00 ---- 0101:89e5         mov bp, sp
0001 0033 000c 0034 ffbc ffbc 0003 ca00 ---- 0103:83ec18       sub sp, 18
0001 0033 000c 0034 ffa4 ffbc 0003 ca00 -S-- 0106:8b5604       mov dx, [bp+4] ;[ffc0]0001
0001 0033 000c 0001 ffa4 ffbc 0003 ca00 -S-- 0109:8956ec       mov [bp-14], dx ;[ffa8]0001
0001 0033 000c 0001 ffa4 ffbc 0003 ca00 -S-- 010c:8b5608       mov dx, [bp+8] ;[ffc4]0001
0001 0033 000c 0001 ffa4 ffbc 0003 ca00 -S-- 010f:8956ee       mov [bp-12], dx ;[ffaa]0001
0001 0033 000c 0001 ffa4 ffbc 0003 ca00 -S-- 0112:8b5606       mov dx, [bp+6] ;[ffc2]ffca
0001 0033 000c ffca ffa4 ffbc 0003 ca00 -S-- 0115:8956f2       mov [bp-e], dx ;[ffae]ffca
0001 0033 000c ffca ffa4 ffbc 0003 ca00 -S-- 0118:8d46e8       lea ax, [bp-18] ;[ffa4]0000
ffa4 0033 000c ffca ffa4 ffbc 0003 ca00 -S-- 011b:50           push ax
ffa4 0033 000c ffca ffa2 ffbc 0003 ca00 -S-- 011c:b80400       mov ax, 0004
0004 0033 000c ffca ffa2 ffbc 0003 ca00 -S-- 011f:50           push ax
0004 0033 000c ffca ffa0 ffbc 0003 ca00 -S-- 0120:b80100       mov ax, 0001
0001 0033 000c ffca ffa0 ffbc 0003 ca00 -S-- 0123:50           push ax
0001 0033 000c ffca ff9e ffbc 0003 ca00 -S-- 0124:e80600       call 012d
0001 0033 000c ffca ff9c ffbc 0003 ca00 -S-- 012d:55           push bp
0001 0033 000c ffca ff9a ffbc 0003 ca00 -S-- 012e:89e5         mov bp, sp
0001 0033 000c ffca ff9a ff9a 0003 ca00 -S-- 0130:56           push si
0001 0033 000c ffca ff98 ff9a 0003 ca00 -S-- 0131:57           push di
0001 0033 000c ffca ff96 ff9a 0003 ca00 -S-- 0132:8b7608       mov si, [bp+8] ;[ffa2]ffa4
0001 0033 000c ffca ff96 ff9a ffa4 ca00 -S-- 0135:8b5606       mov dx, [bp+6] ;[ffa0]0004
0001 0033 000c 0004 ff96 ff9a ffa4 ca00 -S-- 0138:895402       mov [si+2], dx ;[ffa6]0001
0001 0033 000c 0004 ff96 ff9a ffa4 ca00 -S-- 013b:56           push si
0001 0033 000c 0004 ff94 ff9a ffa4 ca00 -S-- 013c:ff7604       push [bp+4] ;[ff9e]0001
0001 0033 000c 0004 ff92 ff9a ffa4 ca00 -S-- 013f:e82f00       call 0171
0001 0033 000c 0004 ff90 ff9a ffa4 ca00 -S-- 0171:b90300       mov cx, 0003
0001 0033 0003 0004 ff90 ff9a ffa4 ca00 -S-- 0174:eb00         jmp short 0176
0001 0033 0003 0004 ff90 ff9a ffa4 ca00 -S-- 0176:55           push bp
0001 0033 0003 0004 ff8e ff9a ffa4 ca00 -S-- 0177:89e5         mov bp, sp
0001 0033 0003 0004 ff8e ff8e ffa4 ca00 -S-- 0179:8b4604       mov ax, [bp+4] ;[ff92]0001
0001 0033 0003 0004 ff8e ff8e ffa4 ca00 -S-- 017c:8b5e06       mov bx, [bp+6] ;[ff94]ffa4
0001 ffa4 0003 0004 ff8e ff8e ffa4 ca00 -S-- 017f:cd20         int 20
<write(1, 0xffca, 1)4 => 1>
0000 ffa4 0003 0004 ff8e ff8e ffa4 ca00 -S-- 0181:5d           pop bp
0000 ffa4 0003 0004 ff90 ff9a ffa4 ca00 -S-- 0182:c3           ret
0000 ffa4 0003 0004 ff92 ff9a ffa4 ca00 -S-- 0142:5b           pop bx
0000 0001 0003 0004 ff94 ff9a ffa4 ca00 -S-- 0143:5b           pop bx
0000 ffa4 0003 0004 ff96 ff9a ffa4 ca00 -S-- 0144:89c7         mov di, ax
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 -S-- 0146:09ff         or di, di
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 --Z- 0148:7403         je 014d
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 --Z- 014d:837c0200     cmp [si+2], 0 ;[ffa6]0001
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0151:7d0e         jnl 0161
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0161:8b4402       mov ax, [si+2] ;[ffa6]0001
0001 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0164:e91c00       jmp 0183
0001 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0183:5f           pop di
0001 ffa4 0003 0004 ff98 ff9a ffa4 ca00 ---- 0184:5e           pop si
0001 ffa4 0003 0004 ff9a ff9a 0003 ca00 ---- 0185:89ec         mov sp, bp
0001 ffa4 0003 0004 ff9a ff9a 0003 ca00 ---- 0187:5d           pop bp
0001 ffa4 0003 0004 ff9c ffbc 0003 ca00 ---- 0188:c3           ret
0001 ffa4 0003 0004 ff9e ffbc 0003 ca00 ---- 0127:83c406       add sp, 6
0001 ffa4 0003 0004 ffa4 ffbc 0003 ca00 -S-- 012a:e95800       jmp 0185
0001 ffa4 0003 0004 ffa4 ffbc 0003 ca00 -S-- 0185:89ec         mov sp, bp
0001 ffa4 0003 0004 ffbc ffbc 0003 ca00 -S-- 0187:5d           pop bp
0001 ffa4 0003 0004 ffbe ffc6 0003 ca00 -S-- 0188:c3           ret
0001 ffa4 0003 0004 ffc0 ffc6 0003 ca00 -S-- 0097:83c406       add sp, 6
0001 ffa4 0003 0004 ffc6 ffc6 0003 ca00 -S-- 009a:8a4604       mov al, [bp+4] ;[ffca]34
0034 ffa4 0003 0004 ffc6 ffc6 0003 ca00 -S-- 009d:98           cbw
0034 ffa4 0003 0004 ffc6 ffc6 0003 ca00 -S-- 009e:e9e400       jmp 0185
0034 ffa4 0003 0004 ffc6 ffc6 0003 ca00 -S-- 0185:89ec         mov sp, bp
0034 ffa4 0003 0004 ffc6 ffc6 0003 ca00 -S-- 0187:5d           pop bp
0034 ffa4 0003 0004 ffc8 ffd0 0003 ca00 -S-- 0188:c3           ret
0034 ffa4 0003 0004 ffca ffd0 0003 ca00 -S-- 0079:5b           pop bx
0034 0034 0003 0004 ffcc ffd0 0003 ca00 -S-- 007a:b90300       mov cx, 0003
0034 0034 0003 0004 ffcc ffd0 0003 ca00 -S-- 007d:d3e7         shl di, cl
0034 0034 0003 0004 ffcc ffd0 0003 5000 ---- 007f:46           inc si
0034 0034 0003 0004 ffcc ffd0 0004 5000 ---- 0080:ebe0         jmp short 0062
0034 0034 0003 0004 ffcc ffd0 0004 5000 ---- 0062:83fe05       cmp si, 5
0034 0034 0003 0004 ffcc ffd0 0004 5000 -S-C 0065:7d1b         jnl 0082
0034 0034 0003 0004 ffcc ffd0 0004 5000 -S-C 0067:b90c00       mov cx, 000c
0034 0034 000c 0004 ffcc ffd0 0004 5000 -S-C 006a:89fa         mov dx, di
0034 0034 000c 5000 ffcc ffd0 0004 5000 -S-C 006c:d3fa         sar dx, cl
0034 0034 000c 0005 ffcc ffd0 0004 5000 ---- 006e:81e20700     and dx, 0007
0034 0034 000c 0005 ffcc ffd0 0004 5000 ---- 0072:83c230       add dx, 30
0034 0034 000c 0035 ffcc ffd0 0004 5000 ---- 0075:52           push dx
0034 0034 000c 0035 ffca ffd0 0004 5000 ---- 0076:e80c00       call 0085
0034 0034 000c 0035 ffc8 ffd0 0004 5000 ---- 0085:55           push bp
0034 0034 000c 0035 ffc6 ffd0 0004 5000 ---- 0086:89e5         mov bp, sp
0034 0034 000c 0035 ffc6 ffc6 0004 5000 ---- 0088:b80100       mov ax, 0001
0001 0034 000c 0035 ffc6 ffc6 0004 5000 ---- 008b:50           push ax
0001 0034 000c 0035 ffc4 ffc6 0004 5000 ---- 008c:8d4604       lea ax, [bp+4] ;[ffca]0035
ffca 0034 000c 0035 ffc4 ffc6 0004 5000 ---- 008f:50           push ax
ffca 0034 000c 0035 ffc2 ffc6 0004 5000 ---- 0090:b80100       mov ax, 0001
0001 0034 000c 0035 ffc2 ffc6 0004 5000 ---- 0093:50           push ax
0001 0034 000c 0035 ffc0 ffc6 0004 5000 ---- 0094:e84500       call 00dc
0001 0034 000c 0035 ffbe ffc6 0004 5000 ---- 00dc:e92100       jmp 0100
0001 0034 000c 0035 ffbe ffc6 0004 5000 ---- 0100:55           push bp
0001 0034 000c 0035 ffbc ffc6 0004 5000 ---- 0101:89e5         mov bp, sp
0001 0034 000c 0035 ffbc ffbc 0004 5000 ---- 0103:83ec18       sub sp, 18
0001 0034 000c 0035 ffa4 ffbc 0004 5000 -S-- 0106:8b5604       mov dx, [bp+4] ;[ffc0]0001
0001 0034 000c 0001 ffa4 ffbc 0004 5000 -S-- 0109:8956ec       mov [bp-14], dx ;[ffa8]0001
0001 0034 000c 0001 ffa4 ffbc 0004 5000 -S-- 010c:8b5608       mov dx, [bp+8] ;[ffc4]0001
0001 0034 000c 0001 ffa4 ffbc 0004 5000 -S-- 010f:8956ee       mov [bp-12], dx ;[ffaa]0001
0001 0034 000c 0001 ffa4 ffbc 0004 5000 -S-- 0112:8b5606       mov dx, [bp+6] ;[ffc2]ffca
0001 0034 000c ffca ffa4 ffbc 0004 5000 -S-- 0115:8956f2       mov [bp-e], dx ;[ffae]ffca
0001 0034 000c ffca ffa4 ffbc 0004 5000 -S-- 0118:8d46e8       lea ax, [bp-18] ;[ffa4]0000
ffa4 0034 000c ffca ffa4 ffbc 0004 5000 -S-- 011b:50           push ax
ffa4 0034 000c ffca ffa2 ffbc 0004 5000 -S-- 011c:b80400       mov ax, 0004
0004 0034 000c ffca ffa2 ffbc 0004 5000 -S-- 011f:50           push ax
0004 0034 000c ffca ffa0 ffbc 0004 5000 -S-- 0120:b80100       mov ax, 0001
0001 0034 000c ffca ffa0 ffbc 0004 5000 -S-- 0123:50           push ax
0001 0034 000c ffca ff9e ffbc 0004 5000 -S-- 0124:e80600       call 012d
0001 0034 000c ffca ff9c ffbc 0004 5000 -S-- 012d:55           push bp
0001 0034 000c ffca ff9a ffbc 0004 5000 -S-- 012e:89e5         mov bp, sp
0001 0034 000c ffca ff9a ff9a 0004 5000 -S-- 0130:56           push si
0001 0034 000c ffca ff98 ff9a 0004 5000 -S-- 0131:57           push di
0001 0034 000c ffca ff96 ff9a 0004 5000 -S-- 0132:8b7608       mov si, [bp+8] ;[ffa2]ffa4
0001 0034 000c ffca ff96 ff9a ffa4 5000 -S-- 0135:8b5606       mov dx, [bp+6] ;[ffa0]0004
0001 0034 000c 0004 ff96 ff9a ffa4 5000 -S-- 0138:895402       mov [si+2], dx ;[ffa6]0001
0001 0034 000c 0004 ff96 ff9a ffa4 5000 -S-- 013b:56           push si
0001 0034 000c 0004 ff94 ff9a ffa4 5000 -S-- 013c:ff7604       push [bp+4] ;[ff9e]0001
0001 0034 000c 0004 ff92 ff9a ffa4 5000 -S-- 013f:e82f00       call 0171
0001 0034 000c 0004 ff90 ff9a ffa4 5000 -S-- 0171:b90300       mov cx, 0003
0001 0034 0003 0004 ff90 ff9a ffa4 5000 -S-- 0174:eb00         jmp short 0176
0001 0034 0003 0004 ff90 ff9a ffa4 5000 -S-- 0176:55           push bp
0001 0034 0003 0004 ff8e ff9a ffa4 5000 -S-- 0177:89e5         mov bp, sp
0001 0034 0003 0004 ff8e ff8e ffa4 5000 -S-- 0179:8b4604       mov ax, [bp+4] ;[ff92]0001
0001 0034 0003 0004 ff8e ff8e ffa4 5000 -S-- 017c:8b5e06       mov bx, [bp+6] ;[ff94]ffa4
0001 ffa4 0003 0004 ff8e ff8e ffa4 5000 -S-- 017f:cd20         int 20
<write(1, 0xffca, 1)5 => 1>
0000 ffa4 0003 0004 ff8e ff8e ffa4 5000 -S-- 0181:5d           pop bp
0000 ffa4 0003 0004 ff90 ff9a ffa4 5000 -S-- 0182:c3           ret
0000 ffa4 0003 0004 ff92 ff9a ffa4 5000 -S-- 0142:5b           pop bx
0000 0001 0003 0004 ff94 ff9a ffa4 5000 -S-- 0143:5b           pop bx
0000 ffa4 0003 0004 ff96 ff9a ffa4 5000 -S-- 0144:89c7         mov di, ax
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 -S-- 0146:09ff         or di, di
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 --Z- 0148:7403         je 014d
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 --Z- 014d:837c0200     cmp [si+2], 0 ;[ffa6]0001
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0151:7d0e         jnl 0161
0000 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0161:8b4402       mov ax, [si+2] ;[ffa6]0001
0001 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0164:e91c00       jmp 0183
0001 ffa4 0003 0004 ff96 ff9a ffa4 0000 ---- 0183:5f           pop di
0001 ffa4 0003 0004 ff98 ff9a ffa4 5000 ---- 0184:5e           pop si
0001 ffa4 0003 0004 ff9a ff9a 0004 5000 ---- 0185:89ec         mov sp, bp
0001 ffa4 0003 0004 ff9a ff9a 0004 5000 ---- 0187:5d           pop bp
0001 ffa4 0003 0004 ff9c ffbc 0004 5000 ---- 0188:c3           ret
0001 ffa4 0003 0004 ff9e ffbc 0004 5000 ---- 0127:83c406       add sp, 6
0001 ffa4 0003 0004 ffa4 ffbc 0004 5000 -S-- 012a:e95800       jmp 0185
0001 ffa4 0003 0004 ffa4 ffbc 0004 5000 -S-- 0185:89ec         mov sp, bp
0001 ffa4 0003 0004 ffbc ffbc 0004 5000 -S-- 0187:5d           pop bp
0001 ffa4 0003 0004 ffbe ffc6 0004 5000 -S-- 0188:c3           ret
0001 ffa4 0003 0004 ffc0 ffc6 0004 5000 -S-- 0097:83c406       add sp, 6
0001 ffa4 0003 0004 ffc6 ffc6 0004 5000 -S-- 009a:8a4604       mov al, [bp+4] ;[ffca]35
0035 ffa4 0003 0004 ffc6 ffc6 0004 5000 -S-- 009d:98           cbw
0035 ffa4 0003 0004 ffc6 ffc6 0004 5000 -S-- 009e:e9e400       jmp 0185
0035 ffa4 0003 0004 ffc6 ffc6 0004 5000 -S-- 0185:89ec         mov sp, bp
0035 ffa4 0003 0004 ffc6 ffc6 0004 5000 -S-- 0187:5d           pop bp
0035 ffa4 0003 0004 ffc8 ffd0 0004 5000 -S-- 0188:c3           ret
0035 ffa4 0003 0004 ffca ffd0 0004 5000 -S-- 0079:5b           pop bx
0035 0035 0003 0004 ffcc ffd0 0004 5000 -S-- 007a:b90300       mov cx, 0003
0035 0035 0003 0004 ffcc ffd0 0004 5000 -S-- 007d:d3e7         shl di, cl
0035 0035 0003 0004 ffcc ffd0 0004 8000 OS-- 007f:46           inc si
0035 0035 0003 0004 ffcc ffd0 0005 8000 ---- 0080:ebe0         jmp short 0062
0035 0035 0003 0004 ffcc ffd0 0005 8000 ---- 0062:83fe05       cmp si, 5
0035 0035 0003 0004 ffcc ffd0 0005 8000 --Z- 0065:7d1b         jnl 0082
0035 0035 0003 0004 ffcc ffd0 0005 8000 --Z- 0082:e9fe00       jmp 0183
0035 0035 0003 0004 ffcc ffd0 0005 8000 --Z- 0183:5f           pop di
0035 0035 0003 0004 ffce ffd0 0005 0000 --Z- 0184:5e           pop si
0035 0035 0003 0004 ffd0 ffd0 0000 0000 --Z- 0185:89ec         mov sp, bp
0035 0035 0003 0004 ffd0 ffd0 0000 0000 --Z- 0187:5d           pop bp
0035 0035 0003 0004 ffd2 ffd6 0000 0000 --Z- 0188:c3           ret
0035 0035 0003 0004 ffd4 ffd6 0000 0000 --Z- 0043:5b           pop bx
0035 14e5 0003 0004 ffd6 ffd6 0000 0000 --Z- 0044:e93e01       jmp 0185
0035 14e5 0003 0004 ffd6 ffd6 0000 0000 --Z- 0185:89ec         mov sp, bp
0035 14e5 0003 0004 ffd6 ffd6 0000 0000 --Z- 0187:5d           pop bp
0035 14e5 0003 0004 ffd8 0000 0000 0000 --Z- 0188:c3           ret
0035 14e5 0003 0004 ffda 0000 0000 0000 --Z- 0034:50           push ax
0035 14e5 0003 0004 ffd8 0000 0000 0000 --Z- 0035:e88300       call 00bb
0035 14e5 0003 0004 ffd6 0000 0000 0000 --Z- 00bb:55           push bp
0035 14e5 0003 0004 ffd4 0000 0000 0000 --Z- 00bc:89e5         mov bp, sp
0035 14e5 0003 0004 ffd4 ffd4 0000 0000 --Z- 00be:e8e0ff       call 00a1
0035 14e5 0003 0004 ffd2 ffd4 0000 0000 --Z- 00a1:55           push bp
0035 14e5 0003 0004 ffd0 ffd4 0000 0000 --Z- 00a2:89e5         mov bp, sp
0035 14e5 0003 0004 ffd0 ffd0 0000 0000 --Z- 00a4:56           push si
0035 14e5 0003 0004 ffce ffd0 0000 0000 --Z- 00a5:8b360400     mov si, [0004] ;[0004]0000
0035 14e5 0003 0004 ffce ffd0 0000 0000 --Z- 00a9:4e           dec si
0035 14e5 0003 0004 ffce ffd0 ffff 0000 -S-- 00aa:7c0c         jl 00b8
